"year","country","region","religion","population"
2010,Tunisia,Middle East-North Africa,Judaism,0.0
2010,Turkey,Asia-Pacific,Christianity,320000.0
2010,Turkey,Asia-Pacific,Islam,71330000
2010,Turkey,Asia-Pacific,Unaffiliated Religions,860000.0
2010,Turkey,Asia-Pacific,Hinduism,0.0
2010,Turkey,Asia-Pacific,Buddhism,40000.0
2010,Turkey,Asia-Pacific,Folk Religions,20000.0
2010,Turkey,Asia-Pacific,Other Religions,150000.0
2010,Turkey,Asia-Pacific,Judaism,20000.0
2010,Turkmenistan,Asia-Pacific,Christianity,320000.0
2010,Turkmenistan,Asia-Pacific,Islam,4690000.0
2010,Turkmenistan,Asia-Pacific,Unaffiliated Religions,30000.0
2010,Turkmenistan,Asia-Pacific,Hinduism,0.0
2010,Turkmenistan,Asia-Pacific,Buddhism,0.0
2010,Turkmenistan,Asia-Pacific,Folk Religions,0.0
2010,Turkmenistan,Asia-Pacific,Other Religions,0.0
2010,Turkmenistan,Asia-Pacific,Judaism,0.0
2010,Turks and Caicos Islands,Latin America-Caribbean,Christianity,30000.0
2010,Turks and Caicos Islands,Latin America-Caribbean,Islam,0.0
2010,Turks and Caicos Islands,Latin America-Caribbean,Unaffiliated Religions,0.0
2010,Turks and Caicos Islands,Latin America-Caribbean,Hinduism,0.0
2010,Turks and Caicos Islands,Latin America-Caribbean,Buddhism,0.0
2010,Turks and Caicos Islands,Latin America-Caribbean,Folk Religions,0.0
2010,Turks and Caicos Islands,Latin America-Caribbean,Other Religions,0.0
2010,Turks and Caicos Islands,Latin America-Caribbean,Judaism,0.0
2010,Uganda,Sub-Saharan Africa,Christianity,28980000
2010,Uganda,Sub-Saharan Africa,Islam,3840000.0
2010,Uganda,Sub-Saharan Africa,Unaffiliated Religions,170000.0
2010,Uganda,Sub-Saharan Africa,Hinduism,100000.0
2010,Uganda,Sub-Saharan Africa,Buddhism,0.0
2010,Uganda,Sub-Saharan Africa,Folk Religions,290000.0
2010,Uganda,Sub-Saharan Africa,Other Religions,40000.0
2010,Uganda,Sub-Saharan Africa,Judaism,0.0
2010,Ukraine,Europe,Christianity,38100000
2010,Ukraine,Europe,Islam,560000.0
2010,Ukraine,Europe,Unaffiliated Religions,6690000.0
2010,Ukraine,Europe,Hinduism,10000.0
2010,Ukraine,Europe,Buddhism,20000.0
2010,Ukraine,Europe,Folk Religions,0.0
2010,Ukraine,Europe,Other Religions,0.0
2010,Ukraine,Europe,Judaism,50000.0
2010,United Arab Emirates,Middle East-North Africa,Christianity,940000.0
2010,United Arab Emirates,Middle East-North Africa,Islam,5780000.0
2010,United Arab Emirates,Middle East-North Africa,Unaffiliated Religions,90000.0
2010,United Arab Emirates,Middle East-North Africa,Hinduism,490000.0
2010,United Arab Emirates,Middle East-North Africa,Buddhism,150000.0
2010,United Arab Emirates,Middle East-North Africa,Folk Religions,0.0
2010,United Arab Emirates,Middle East-North Africa,Other Religions,60000.0
2010,United Arab Emirates,Middle East-North Africa,Judaism,0.0
2010,United Kingdom,Europe,Christianity,39890000
2010,United Kingdom,Europe,Islam,2960000.0
2010,United Kingdom,Europe,Unaffiliated Religions,17220000
2010,United Kingdom,Europe,Hinduism,890000.0
2010,United Kingdom,Europe,Buddhism,280000.0
2010,United Kingdom,Europe,Folk Religions,60000.0
2010,United Kingdom,Europe,Other Religions,460000.0
2010,United Kingdom,Europe,Judaism,290000.0
2010,United States,North America,Christianity,243060000
2010,United States,North America,Islam,2770000.0
2010,United States,North America,Unaffiliated Religions,50980000
2010,United States,North America,Hinduism,1790000.0
2010,United States,North America,Buddhism,3570000.0
2010,United States,North America,Folk Religions,630000.0
2010,United States,North America,Other Religions,1900000.0
2010,United States,North America,Judaism,5690000.0
2010,U.S. Virgin Islands,Latin America-Caribbean,Christianity,100000.0
2010,U.S. Virgin Islands,Latin America-Caribbean,Islam,0.0
2010,U.S. Virgin Islands,Latin America-Caribbean,Unaffiliated Religions,0.0
2010,U.S. Virgin Islands,Latin America-Caribbean,Hinduism,0.0
2010,U.S. Virgin Islands,Latin America-Caribbean,Buddhism,0.0
2010,U.S. Virgin Islands,Latin America-Caribbean,Folk Religions,0.0
2010,U.S. Virgin Islands,Latin America-Caribbean,Other Religions,0.0
2010,U.S. Virgin Islands,Latin America-Caribbean,Judaism,0.0
2010,Uruguay,Latin America-Caribbean,Christianity,1950000.0
2010,Uruguay,Latin America-Caribbean,Islam,0.0
2010,Uruguay,Latin America-Caribbean,Unaffiliated Religions,1370000.0
2010,Uruguay,Latin America-Caribbean,Hinduism,0.0
2010,Uruguay,Latin America-Caribbean,Buddhism,0.0
2010,Uruguay,Latin America-Caribbean,Folk Religions,30000.0
2010,Uruguay,Latin America-Caribbean,Other Religions,0.0
2010,Uruguay,Latin America-Caribbean,Judaism,0.0
2010,Uzbekistan,Asia-Pacific,Christianity,630000.0
2010,Uzbekistan,Asia-Pacific,Islam,26550000
2010,Uzbekistan,Asia-Pacific,Unaffiliated Religions,220000.0
2010,Uzbekistan,Asia-Pacific,Hinduism,0.0
2010,Uzbekistan,Asia-Pacific,Buddhism,10000.0
2010,Uzbekistan,Asia-Pacific,Folk Religions,10000.0
2010,Uzbekistan,Asia-Pacific,Other Religions,0.0
2010,Uzbekistan,Asia-Pacific,Judaism,10000.0
2010,Vanuatu,Asia-Pacific,Christianity,220000.0
2010,Vanuatu,Asia-Pacific,Islam,0.0
2010,Vanuatu,Asia-Pacific,Unaffiliated Religions,0.0
2010,Vanuatu,Asia-Pacific,Hinduism,0.0
2010,Vanuatu,Asia-Pacific,Buddhism,0.0
2010,Vanuatu,Asia-Pacific,Folk Religions,0.0
2010,Vanuatu,Asia-Pacific,Other Religions,0.0
2010,Vanuatu,Asia-Pacific,Judaism,0.0
2010,Venezuela,Latin America-Caribbean,Christianity,25890000
2010,Venezuela,Latin America-Caribbean,Islam,90000.0
2010,Venezuela,Latin America-Caribbean,Unaffiliated Religions,2900000.0
2010,Venezuela,Latin America-Caribbean,Hinduism,0.0
2010,Venezuela,Latin America-Caribbean,Buddhism,0.0
2010,Venezuela,Latin America-Caribbean,Folk Religions,60000.0
2010,Venezuela,Latin America-Caribbean,Other Religions,20000.0
2010,Venezuela,Latin America-Caribbean,Judaism,0.0
2010,Vietnam,Asia-Pacific,Christianity,7170000.0
2010,Vietnam,Asia-Pacific,Islam,160000.0
2010,Vietnam,Asia-Pacific,Unaffiliated Religions,26040000
2010,Vietnam,Asia-Pacific,Hinduism,0.0
2010,Vietnam,Asia-Pacific,Buddhism,14380000
2010,Vietnam,Asia-Pacific,Folk Religions,39750000
2010,Vietnam,Asia-Pacific,Other Religions,350000.0
2010,Vietnam,Asia-Pacific,Judaism,0.0
2010,Wallis and Futuna,Asia-Pacific,Christianity,10000.0
2010,Wallis and Futuna,Asia-Pacific,Islam,0.0
2010,Wallis and Futuna,Asia-Pacific,Unaffiliated Religions,0.0
2010,Wallis and Futuna,Asia-Pacific,Hinduism,0.0
2010,Wallis and Futuna,Asia-Pacific,Buddhism,0.0
2010,Wallis and Futuna,Asia-Pacific,Folk Religions,0.0
2010,Wallis and Futuna,Asia-Pacific,Other Religions,0.0
2010,Wallis and Futuna,Asia-Pacific,Judaism,0.0
2010,Western Sahara,Middle East-North Africa,Christianity,0.0
2010,Western Sahara,Middle East-North Africa,Islam,530000.0
2010,Western Sahara,Middle East-North Africa,Unaffiliated Religions,0.0
2010,Western Sahara,Middle East-North Africa,Hinduism,0.0
2010,Western Sahara,Middle East-North Africa,Buddhism,0.0
2010,Western Sahara,Middle East-North Africa,Folk Religions,0.0
2010,Western Sahara,Middle East-North Africa,Other Religions,0.0
2010,Western Sahara,Middle East-North Africa,Judaism,0.0
2010,Yemen,Middle East-North Africa,Christianity,40000.0
2010,Yemen,Middle East-North Africa,Islam,23830000
2010,Yemen,Middle East-North Africa,Unaffiliated Religions,20000.0
2010,Yemen,Middle East-North Africa,Hinduism,150000.0
2010,Yemen,Middle East-North Africa,Buddhism,0.0
2010,Yemen,Middle East-North Africa,Folk Religions,0.0
2010,Yemen,Middle East-North Africa,Other Religions,0.0
2010,Yemen,Middle East-North Africa,Judaism,0.0
2010,Zambia,Sub-Saharan Africa,Christianity,12770000
2010,Zambia,Sub-Saharan Africa,Islam,70000.0
2010,Zambia,Sub-Saharan Africa,Unaffiliated Religions,70000.0
2010,Zambia,Sub-Saharan Africa,Hinduism,10000.0
2010,Zambia,Sub-Saharan Africa,Buddhism,0.0
2010,Zambia,Sub-Saharan Africa,Folk Religions,40000.0
2010,Zambia,Sub-Saharan Africa,Other Religions,120000.0
2010,Zambia,Sub-Saharan Africa,Judaism,0.0
2010,Zimbabwe,Sub-Saharan Africa,Christianity,10930000
2010,Zimbabwe,Sub-Saharan Africa,Islam,110000.0
2010,Zimbabwe,Sub-Saharan Africa,Unaffiliated Religions,990000.0
2010,Zimbabwe,Sub-Saharan Africa,Hinduism,0.0
2010,Zimbabwe,Sub-Saharan Africa,Buddhism,0.0
2010,Zimbabwe,Sub-Saharan Africa,Folk Religions,480000.0
2010,Zimbabwe,Sub-Saharan Africa,Other Religions,40000.0
2010,Zimbabwe,Sub-Saharan Africa,Judaism,10000.0
2010,South Sudan,Sub-Saharan Africa,Christianity,6010000.0
2010,South Sudan,Sub-Saharan Africa,Islam,610000.0
2010,South Sudan,Sub-Saharan Africa,Unaffiliated Religions,50000.0
2010,South Sudan,Sub-Saharan Africa,Hinduism,0.0
2010,South Sudan,Sub-Saharan Africa,Buddhism,0.0
2010,South Sudan,Sub-Saharan Africa,Folk Religions,3270000.0
2010,South Sudan,Sub-Saharan Africa,Other Religions,0.0
2010,South Sudan,Sub-Saharan Africa,Judaism,0.0
2010,Curacao,Latin America-Caribbean,Christianity,140000.0
2010,Curacao,Latin America-Caribbean,Islam,0.0
2010,Curacao,Latin America-Caribbean,Unaffiliated Religions,0.0
2010,Curacao,Latin America-Caribbean,Hinduism,0.0
2010,Curacao,Latin America-Caribbean,Buddhism,0.0
2010,Curacao,Latin America-Caribbean,Folk Religions,0.0
2010,Curacao,Latin America-Caribbean,Other Religions,0.0
2010,Curacao,Latin America-Caribbean,Judaism,0.0
2010,Sint Maarten,Latin America-Caribbean,Christianity,40000.0
2010,Sint Maarten,Latin America-Caribbean,Islam,0.0
2010,Sint Maarten,Latin America-Caribbean,Unaffiliated Religions,0.0
2010,Sint Maarten,Latin America-Caribbean,Hinduism,0.0
2010,Sint Maarten,Latin America-Caribbean,Buddhism,0.0
2010,Sint Maarten,Latin America-Caribbean,Folk Religions,0.0
2010,Sint Maarten,Latin America-Caribbean,Other Religions,0.0
2010,Sint Maarten,Latin America-Caribbean,Judaism,0.0
2010,Caribbean Netherlands,Latin America-Caribbean,Christianity,20000.0
2010,Caribbean Netherlands,Latin America-Caribbean,Islam,0.0
2010,Caribbean Netherlands,Latin America-Caribbean,Unaffiliated Religions,0.0
2010,Caribbean Netherlands,Latin America-Caribbean,Hinduism,0.0
2010,Caribbean Netherlands,Latin America-Caribbean,Buddhism,0.0
2010,Caribbean Netherlands,Latin America-Caribbean,Folk Religions,0.0
2010,Caribbean Netherlands,Latin America-Caribbean,Other Religions,0.0
2010,Caribbean Netherlands,Latin America-Caribbean,Judaism,0.0
2020,Afghanistan,Asia-Pacific,Christianity,40000.0
2020,Afghanistan,Asia-Pacific,Islam,40610000
2020,Afghanistan,Asia-Pacific,Unaffiliated Religions,0.0
2020,Afghanistan,Asia-Pacific,Hinduism,10000.0
2020,Afghanistan,Asia-Pacific,Buddhism,0.0
2020,Afghanistan,Asia-Pacific,Folk Religions,0.0
2020,Afghanistan,Asia-Pacific,Other Religions,30000.0
2020,Afghanistan,Asia-Pacific,Judaism,0.0
2020,Albania,Europe,Christianity,540000.0
2020,Albania,Europe,Islam,2640000.0
2020,Albania,Europe,Unaffiliated Religions,30000.0
2020,Albania,Europe,Hinduism,0.0
2020,Albania,Europe,Buddhism,0.0
2020,Albania,Europe,Folk Religions,0.0
2020,Albania,Europe,Other Religions,0.0
2020,Albania,Europe,Judaism,0.0
2020,Algeria,Middle East-North Africa,Christianity,70000.0
2020,Algeria,Middle East-North Africa,Islam,39430000
2020,Algeria,Middle East-North Africa,Unaffiliated Religions,740000.0
2020,Algeria,Middle East-North Africa,Hinduism,0.0
2020,Algeria,Middle East-North Africa,Buddhism,0.0
2020,Algeria,Middle East-North Africa,Folk Religions,10000.0
2020,Algeria,Middle East-North Africa,Other Religions,0.0
2020,Algeria,Middle East-North Africa,Judaism,0.0
2020,American Samoa,Asia-Pacific,Christianity,60000.0
2020,American Samoa,Asia-Pacific,Islam,0.0
2020,American Samoa,Asia-Pacific,Unaffiliated Religions,0.0
2020,American Samoa,Asia-Pacific,Hinduism,0.0
2020,American Samoa,Asia-Pacific,Buddhism,0.0
2020,American Samoa,Asia-Pacific,Folk Religions,0.0
2020,American Samoa,Asia-Pacific,Other Religions,0.0
2020,American Samoa,Asia-Pacific,Judaism,0.0
2020,Andorra,Europe,Christianity,70000.0
2020,Andorra,Europe,Islam,0.0
2020,Andorra,Europe,Unaffiliated Religions,0.0
2020,Andorra,Europe,Hinduism,0.0
2020,Andorra,Europe,Buddhism,0.0
2020,Andorra,Europe,Folk Religions,0.0
2020,Andorra,Europe,Other Religions,0.0
2020,Andorra,Europe,Judaism,0.0
2020,Angola,Sub-Saharan Africa,Christianity,22190000
2020,Angola,Sub-Saharan Africa,Islam,50000.0
2020,Angola,Sub-Saharan Africa,Unaffiliated Religions,1270000.0
2020,Angola,Sub-Saharan Africa,Hinduism,0.0
2020,Angola,Sub-Saharan Africa,Buddhism,0.0
2020,Angola,Sub-Saharan Africa,Folk Religions,1020000.0
2020,Angola,Sub-Saharan Africa,Other Religions,0.0
2020,Angola,Sub-Saharan Africa,Judaism,0.0
2020,Anguilla,Latin America-Caribbean,Christianity,10000.0
2020,Anguilla,Latin America-Caribbean,Islam,0.0
2020,Anguilla,Latin America-Caribbean,Unaffiliated Religions,0.0
2020,Anguilla,Latin America-Caribbean,Hinduism,0.0
2020,Anguilla,Latin America-Caribbean,Buddhism,0.0
2020,Anguilla,Latin America-Caribbean,Folk Religions,0.0
2020,Anguilla,Latin America-Caribbean,Other Religions,0.0
2020,Anguilla,Latin America-Caribbean,Judaism,0.0
2020,Antigua and Barbuda,Latin America-Caribbean,Christianity,90000.0
2020,Antigua and Barbuda,Latin America-Caribbean,Islam,0.0
2020,Antigua and Barbuda,Latin America-Caribbean,Unaffiliated Religions,0.0
2020,Antigua and Barbuda,Latin America-Caribbean,Hinduism,0.0
2020,Antigua and Barbuda,Latin America-Caribbean,Buddhism,0.0
2020,Antigua and Barbuda,Latin America-Caribbean,Folk Religions,0.0
2020,Antigua and Barbuda,Latin America-Caribbean,Other Religions,0.0
2020,Antigua and Barbuda,Latin America-Caribbean,Judaism,0.0
2020,Argentina,Latin America-Caribbean,Christianity,37420000
2020,Argentina,Latin America-Caribbean,Islam,410000.0
2020,Argentina,Latin America-Caribbean,Unaffiliated Religions,5320000.0
2020,Argentina,Latin America-Caribbean,Hinduism,0.0
2020,Argentina,Latin America-Caribbean,Buddhism,20000.0
2020,Argentina,Latin America-Caribbean,Folk Religions,330000.0
2020,Argentina,Latin America-Caribbean,Other Religions,120000.0
2020,Argentina,Latin America-Caribbean,Judaism,200000.0
2020,Armenia,Asia-Pacific,Christianity,3180000.0
2020,Armenia,Asia-Pacific,Islam,0.0
2020,Armenia,Asia-Pacific,Unaffiliated Religions,40000.0
2020,Armenia,Asia-Pacific,Hinduism,0.0
2020,Armenia,Asia-Pacific,Buddhism,0.0
2020,Armenia,Asia-Pacific,Folk Religions,0.0
2020,Armenia,Asia-Pacific,Other Religions,0.0
2020,Armenia,Asia-Pacific,Judaism,0.0
2020,Aruba,Latin America-Caribbean,Christianity,100000.0
2020,Aruba,Latin America-Caribbean,Islam,0.0
2020,Aruba,Latin America-Caribbean,Unaffiliated Religions,0.0
2020,Aruba,Latin America-Caribbean,Hinduism,0.0
2020,Aruba,Latin America-Caribbean,Buddhism,0.0
2020,Aruba,Latin America-Caribbean,Folk Religions,0.0
2020,Aruba,Latin America-Caribbean,Other Religions,0.0
2020,Aruba,Latin America-Caribbean,Judaism,0.0
2020,Australia,Asia-Pacific,Christianity,15090000
2020,Australia,Asia-Pacific,Islam,740000.0
2020,Australia,Asia-Pacific,Unaffiliated Religions,6990000.0
2020,Australia,Asia-Pacific,Hinduism,410000.0
2020,Australia,Asia-Pacific,Buddhism,720000.0
2020,Australia,Asia-Pacific,Folk Religions,180000.0
2020,Australia,Asia-Pacific,Other Religions,210000.0
2020,Australia,Asia-Pacific,Judaism,120000.0
2020,Austria,Europe,Christianity,6720000.0
2020,Austria,Europe,Islam,530000.0
2020,Austria,Europe,Unaffiliated Religions,1250000.0
2020,Austria,Europe,Hinduism,0.0
2020,Austria,Europe,Buddhism,20000.0
2020,Austria,Europe,Folk Religions,0.0
2020,Austria,Europe,Other Religions,10000.0
2020,Austria,Europe,Judaism,20000.0
2020,Azerbaijan,Asia-Pacific,Christianity,260000.0
2020,Azerbaijan,Asia-Pacific,Islam,9870000.0
2020,Azerbaijan,Asia-Pacific,Unaffiliated Religions,0.0
2020,Azerbaijan,Asia-Pacific,Hinduism,0.0
2020,Azerbaijan,Asia-Pacific,Buddhism,0.0
2020,Azerbaijan,Asia-Pacific,Folk Religions,0.0
2020,Azerbaijan,Asia-Pacific,Other Religions,0.0
2020,Azerbaijan,Asia-Pacific,Judaism,0.0
2020,Bahamas,Latin America-Caribbean,Christianity,360000.0
2020,Bahamas,Latin America-Caribbean,Islam,0.0
2020,Bahamas,Latin America-Caribbean,Unaffiliated Religions,10000.0
2020,Bahamas,Latin America-Caribbean,Hinduism,0.0
2020,Bahamas,Latin America-Caribbean,Buddhism,0.0
2020,Bahamas,Latin America-Caribbean,Folk Religions,0.0
2020,Bahamas,Latin America-Caribbean,Other Religions,0.0
2020,Bahamas,Latin America-Caribbean,Judaism,0.0
2020,Bahrain,Middle East-North Africa,Christianity,210000.0
2020,Bahrain,Middle East-North Africa,Islam,1020000.0
2020,Bahrain,Middle East-North Africa,Unaffiliated Religions,30000.0
2020,Bahrain,Middle East-North Africa,Hinduism,150000.0
2020,Bahrain,Middle East-North Africa,Buddhism,50000.0
2020,Bahrain,Middle East-North Africa,Folk Religions,0.0
2020,Bahrain,Middle East-North Africa,Other Religions,0.0
2020,Bahrain,Middle East-North Africa,Judaism,0.0
2020,Bangladesh,Asia-Pacific,Christianity,520000.0
2020,Bangladesh,Asia-Pacific,Islam,153010000
2020,Bangladesh,Asia-Pacific,Unaffiliated Religions,0.0
2020,Bangladesh,Asia-Pacific,Hinduism,13790000
2020,Bangladesh,Asia-Pacific,Buddhism,1040000.0
2020,Bangladesh,Asia-Pacific,Folk Religions,120000.0
2020,Bangladesh,Asia-Pacific,Other Religions,120000.0
2020,Bangladesh,Asia-Pacific,Judaism,0.0
2020,Barbados,Latin America-Caribbean,Christianity,270000.0
2020,Barbados,Latin America-Caribbean,Islam,0.0
2020,Barbados,Latin America-Caribbean,Unaffiliated Religions,0.0
2020,Barbados,Latin America-Caribbean,Hinduism,0.0
2020,Barbados,Latin America-Caribbean,Buddhism,0.0
2020,Barbados,Latin America-Caribbean,Folk Religions,0.0
2020,Barbados,Latin America-Caribbean,Other Religions,0.0
2020,Barbados,Latin America-Caribbean,Judaism,0.0
2020,Belarus,Europe,Christianity,6650000.0
2020,Belarus,Europe,Islam,50000.0
2020,Belarus,Europe,Unaffiliated Religions,2690000.0
2020,Belarus,Europe,Hinduism,0.0
2020,Belarus,Europe,Buddhism,0.0
2020,Belarus,Europe,Folk Religions,0.0
2020,Belarus,Europe,Other Religions,0.0
2020,Belarus,Europe,Judaism,0.0
2020,Belgium,Europe,Christianity,6590000.0
2020,Belgium,Europe,Islam,810000.0
2020,Belgium,Europe,Unaffiliated Religions,3370000.0
2020,Belgium,Europe,Hinduism,10000.0
2020,Belgium,Europe,Buddhism,40000.0
2020,Belgium,Europe,Folk Religions,30000.0
2020,Belgium,Europe,Other Religions,10000.0
2020,Belgium,Europe,Judaism,30000.0
2020,Belize,Latin America-Caribbean,Christianity,330000.0
2020,Belize,Latin America-Caribbean,Islam,0.0
2020,Belize,Latin America-Caribbean,Unaffiliated Religions,30000.0
2020,Belize,Latin America-Caribbean,Hinduism,0.0
2020,Belize,Latin America-Caribbean,Buddhism,0.0
2020,Belize,Latin America-Caribbean,Folk Religions,0.0
2020,Belize,Latin America-Caribbean,Other Religions,0.0
2020,Belize,Latin America-Caribbean,Judaism,0.0
2020,Benin,Sub-Saharan Africa,Christianity,6010000.0
2020,Benin,Sub-Saharan Africa,Islam,2830000.0
2020,Benin,Sub-Saharan Africa,Unaffiliated Religions,600000.0
2020,Benin,Sub-Saharan Africa,Hinduism,0.0
2020,Benin,Sub-Saharan Africa,Buddhism,0.0
2020,Benin,Sub-Saharan Africa,Folk Religions,2050000.0
2020,Benin,Sub-Saharan Africa,Other Religions,0.0
2020,Benin,Sub-Saharan Africa,Judaism,0.0
2020,Bermuda,North America,Christianity,50000.0
2020,Bermuda,North America,Islam,0.0
2020,Bermuda,North America,Unaffiliated Religions,10000.0
2020,Bermuda,North America,Hinduism,0.0
2020,Bermuda,North America,Buddhism,0.0
2020,Bermuda,North America,Folk Religions,0.0
2020,Bermuda,North America,Other Religions,0.0
2020,Bermuda,North America,Judaism,0.0
2020,Bhutan,Asia-Pacific,Christianity,0.0
2020,Bhutan,Asia-Pacific,Islam,0.0
2020,Bhutan,Asia-Pacific,Unaffiliated Religions,0.0
2020,Bhutan,Asia-Pacific,Hinduism,190000.0
2020,Bhutan,Asia-Pacific,Buddhism,620000.0
2020,Bhutan,Asia-Pacific,Folk Religions,20000.0
2020,Bhutan,Asia-Pacific,Other Religions,0.0
2020,Bhutan,Asia-Pacific,Judaism,0.0
2020,Bolivia,Latin America-Caribbean,Christianity,11120000
2020,Bolivia,Latin America-Caribbean,Islam,0.0
2020,Bolivia,Latin America-Caribbean,Unaffiliated Religions,480000.0
2020,Bolivia,Latin America-Caribbean,Hinduism,0.0
2020,Bolivia,Latin America-Caribbean,Buddhism,0.0
2020,Bolivia,Latin America-Caribbean,Folk Religions,100000.0
2020,Bolivia,Latin America-Caribbean,Other Religions,110000.0
2020,Bolivia,Latin America-Caribbean,Judaism,0.0
2020,Bosnia and Herzegovina,Europe,Christianity,1810000.0
2020,Bosnia and Herzegovina,Europe,Islam,1650000.0
2020,Bosnia and Herzegovina,Europe,Unaffiliated Religions,80000.0
2020,Bosnia and Herzegovina,Europe,Hinduism,0.0
2020,Bosnia and Herzegovina,Europe,Buddhism,0.0
2020,Bosnia and Herzegovina,Europe,Folk Religions,0.0
2020,Bosnia and Herzegovina,Europe,Other Religions,0.0
2020,Bosnia and Herzegovina,Europe,Judaism,0.0
2020,Botswana,Sub-Saharan Africa,Christianity,1700000.0
2020,Botswana,Sub-Saharan Africa,Islam,20000.0
2020,Botswana,Sub-Saharan Africa,Unaffiliated Religions,390000.0
2020,Botswana,Sub-Saharan Africa,Hinduism,0.0
2020,Botswana,Sub-Saharan Africa,Buddhism,0.0
2020,Botswana,Sub-Saharan Africa,Folk Religions,100000.0
2020,Botswana,Sub-Saharan Africa,Other Religions,10000.0
2020,Botswana,Sub-Saharan Africa,Judaism,0.0
2020,Brazil,Latin America-Caribbean,Christianity,185430000
2020,Brazil,Latin America-Caribbean,Islam,40000.0
2020,Brazil,Latin America-Caribbean,Unaffiliated Religions,17620000
2020,Brazil,Latin America-Caribbean,Hinduism,0.0
2020,Brazil,Latin America-Caribbean,Buddhism,250000.0
2020,Brazil,Latin America-Caribbean,Folk Religions,6680000.0
2020,Brazil,Latin America-Caribbean,Other Religions,300000.0
2020,Brazil,Latin America-Caribbean,Judaism,110000.0
2020,British Virgin Islands,Latin America-Caribbean,Christianity,30000.0
2020,British Virgin Islands,Latin America-Caribbean,Islam,0.0
2020,British Virgin Islands,Latin America-Caribbean,Unaffiliated Religions,0.0
2020,British Virgin Islands,Latin America-Caribbean,Hinduism,0.0
2020,British Virgin Islands,Latin America-Caribbean,Buddhism,0.0
2020,British Virgin Islands,Latin America-Caribbean,Folk Religions,0.0
2020,British Virgin Islands,Latin America-Caribbean,Other Religions,0.0
2020,British Virgin Islands,Latin America-Caribbean,Judaism,0.0
2020,Brunei,Asia-Pacific,Christianity,40000.0
2020,Brunei,Asia-Pacific,Islam,340000.0
2020,Brunei,Asia-Pacific,Unaffiliated Religions,0.0
2020,Brunei,Asia-Pacific,Hinduism,0.0
2020,Brunei,Asia-Pacific,Buddhism,40000.0
2020,Brunei,Asia-Pacific,Folk Religions,30000.0
2020,Brunei,Asia-Pacific,Other Religions,0.0
2020,Brunei,Asia-Pacific,Judaism,0.0
2020,Bulgaria,Europe,Christianity,5580000.0
2020,Bulgaria,Europe,Islam,980000.0
2020,Bulgaria,Europe,Unaffiliated Religions,320000.0
2020,Bulgaria,Europe,Hinduism,0.0
2020,Bulgaria,Europe,Buddhism,0.0
2020,Bulgaria,Europe,Folk Religions,0.0
2020,Bulgaria,Europe,Other Religions,0.0
2020,Bulgaria,Europe,Judaism,0.0
2020,Burkina Faso,Sub-Saharan Africa,Christianity,4930000.0
2020,Burkina Faso,Sub-Saharan Africa,Islam,14240000
2020,Burkina Faso,Sub-Saharan Africa,Unaffiliated Religions,110000.0
2020,Burkina Faso,Sub-Saharan Africa,Hinduism,0.0
2020,Burkina Faso,Sub-Saharan Africa,Buddhism,0.0
2020,Burkina Faso,Sub-Saharan Africa,Folk Religions,3430000.0
2020,Burkina Faso,Sub-Saharan Africa,Other Religions,0.0
2020,Burkina Faso,Sub-Saharan Africa,Judaism,0.0
2020,Burundi,Sub-Saharan Africa,Christianity,9180000.0
2020,Burundi,Sub-Saharan Africa,Islam,290000.0
2020,Burundi,Sub-Saharan Africa,Unaffiliated Religions,0.0
2020,Burundi,Sub-Saharan Africa,Hinduism,0.0
2020,Burundi,Sub-Saharan Africa,Buddhism,0.0
2020,Burundi,Sub-Saharan Africa,Folk Religions,610000.0
2020,Burundi,Sub-Saharan Africa,Other Religions,0.0
2020,Burundi,Sub-Saharan Africa,Judaism,0.0
2020,Cambodia,Asia-Pacific,Christianity,60000.0
2020,Cambodia,Asia-Pacific,Islam,320000.0
2020,Cambodia,Asia-Pacific,Unaffiliated Religions,30000.0
2020,Cambodia,Asia-Pacific,Hinduism,0.0
2020,Cambodia,Asia-Pacific,Buddhism,15690000
2020,Cambodia,Asia-Pacific,Folk Religions,90000.0
2020,Cambodia,Asia-Pacific,Other Religions,0.0
2020,Cambodia,Asia-Pacific,Judaism,0.0
2020,Cameroon,Sub-Saharan Africa,Christianity,16750000
2020,Cameroon,Sub-Saharan Africa,Islam,4640000.0
2020,Cameroon,Sub-Saharan Africa,Unaffiliated Religions,1260000.0
2020,Cameroon,Sub-Saharan Africa,Hinduism,0.0
2020,Cameroon,Sub-Saharan Africa,Buddhism,0.0
2020,Cameroon,Sub-Saharan Africa,Folk Religions,760000.0
2020,Cameroon,Sub-Saharan Africa,Other Religions,650000.0
2020,Cameroon,Sub-Saharan Africa,Judaism,0.0
2020,Canada,North America,Christianity,24280000
2020,Canada,North America,Islam,1030000.0
2020,Canada,North America,Unaffiliated Religions,8950000.0
2020,Canada,North America,Hinduism,610000.0
2020,Canada,North America,Buddhism,370000.0
2020,Canada,North America,Folk Religions,450000.0
2020,Canada,North America,Other Religions,430000.0
2020,Canada,North America,Judaism,420000.0
2020,Cape Verde,Sub-Saharan Africa,Christianity,510000.0
2020,Cape Verde,Sub-Saharan Africa,Islam,0.0
2020,Cape Verde,Sub-Saharan Africa,Unaffiliated Religions,50000.0
2020,Cape Verde,Sub-Saharan Africa,Hinduism,0.0
